actual,ae_semi_supervised,ae_supervised,mlp_prob
0,2.6973823e-06,2.2823847e-06,0.07406889
0,3.7122386e-06,3.1267405e-06,0.18602788
0,5.918535e-06,6.079605e-06,0.07228912
0,3.8768912e-06,3.9566594e-06,0.106656946
0,3.6259603e-06,6.7172846e-06,0.0412489
0,1.884557e-05,1.8988836e-05,0.22104919
0,2.6004095e-06,2.319913e-06,0.07219336
0,1.529925e-05,1.3694431e-05,0.18058082
0,3.6432104e-06,3.5990686e-06,0.07220044
0,6.7490937e-06,7.314902e-06,0.053167872
0,9.914938e-06,1.3020177e-05,0.039832983
0,1.0877583e-05,1.1644454e-05,0.014259121
0,1.06572015e-05,1.1090921e-05,0.024501396
0,5.1624074e-06,7.59344e-06,0.22015886
0,5.080133e-06,4.5268785e-06,0.024383197
0,2.979331e-06,5.000175e-06,0.008330589
0,5.297947e-06,6.6968655e-06,0.0142604625
0,3.6812214e-06,6.002193e-06,0.08706032
0,4.068478e-06,4.430252e-06,0.04235287
0,5.0606077e-06,4.4960852e-06,0.009045728
0,2.5165382e-06,2.9529485e-06,0.00839033
0,6.156275e-06,7.4328127e-06,0.10382829
0,6.0258735e-06,5.531229e-06,0.5734295
0,3.3554927e-06,3.2195937e-06,0.23332664
0,8.945022e-06,9.857688e-06,0.93075734
0,2.8260754e-06,4.610271e-06,0.018500581
0,3.3591843e-06,5.3093463e-06,0.019779518
0,5.154207e-06,4.92919e-06,0.52355987
0,3.6571623e-06,4.0001196e-06,0.50985795
0,3.6166452e-06,3.289989e-06,0.18565285
0,4.364589e-06,3.0539995e-06,0.09383251
0,3.9664847e-05,3.5401892e-05,0.056040294
0,3.5896062e-06,3.6248323e-06,0.04099267
0,8.738517e-06,1.0209051e-05,0.14627397
0,1.9187508e-05,1.8702869e-05,0.2497621
0,5.568776e-06,6.338537e-06,0.030637752
0,2.6208204e-06,2.0677824e-06,0.435778
0,5.55053e-06,2.7440808e-06,0.045819357
0,2.860388e-05,2.7796954e-05,0.35142457
0,5.3729746e-06,6.010394e-06,0.070020266
0,4.863056e-06,6.645811e-06,0.21303292
0,0.00011176902,8.7679415e-05,2.1512973e-08
0,4.99304e-06,6.175762e-06,0.46516442
0,2.578313e-06,2.4866615e-06,0.057641387
0,2.1677886e-06,2.477544e-06,0.014912568
0,2.9525376e-05,2.7848844e-05,0.3318013
0,6.4418123e-06,8.273769e-06,0.083219625
0,5.5488323e-05,5.6585497e-05,0.11082583
0,6.328766e-06,8.736903e-06,0.64110565
0,4.2059855e-06,4.8690385e-06,0.023968695
0,4.524874e-06,6.0729317e-06,0.058339905
0,4.67511e-06,5.960445e-06,0.07577076
0,2.4602653e-06,2.9743464e-06,0.03720907
0,9.57422e-06,9.113807e-06,0.14599596
0,3.3495146e-06,2.9174057e-06,0.018541947
0,1.9894176e-05,1.8270897e-05,0.5329166
0,9.181094e-06,7.996167e-06,0.031193782
0,2.9842754e-06,2.1499422e-06,0.36244076
0,5.1402453e-06,6.5171143e-06,0.0774013
0,4.1346816e-06,3.8057833e-06,0.27507922
1,1.0328504e-05,1.1809194e-05,0.9083112
0,3.8402477e-06,4.24391e-06,0.07475482
0,4.480023e-06,4.379168e-06,0.057660073
0,4.5301917e-06,5.2722603e-06,0.003965145
0,4.708191e-06,6.577868e-06,0.05149869
0,2.9769478e-06,3.215373e-06,0.078122884
0,4.714717e-06,5.3042445e-06,0.160881
0,5.7596358e-06,5.1220536e-06,0.14951143
0,3.8021362e-06,2.443448e-06,0.29009023
0,4.108565e-05,3.686203e-05,0.4829618
0,2.1632188e-06,2.936439e-06,0.020756071
0,2.6582888e-06,2.3192397e-06,0.016884824
0,8.91351e-06,8.45075e-06,0.21149178
0,7.780837e-06,8.777349e-06,0.023148036
0,4.2482084e-06,4.637591e-06,0.27552664
0,6.789624e-06,6.7765914e-06,0.06632627
0,3.234961e-06,2.8125999e-06,0.009428288
0,2.271936e-06,2.4198598e-06,0.17142761
0,3.2902626e-06,3.465314e-06,0.06443482
0,4.2677607e-06,4.325467e-06,0.084114894
0,7.828382e-06,6.8590134e-06,0.5568596
0,2.9732598e-06,2.9382127e-06,0.055096623
0,5.0030626e-06,4.7649337e-06,0.12953137
0,4.1005037e-06,4.6476775e-06,0.006664851
0,9.800854e-07,1.5161368e-06,0.06855685
0,2.6185735e-06,2.366038e-06,0.06917469
0,5.9303766e-06,9.1072525e-06,0.05327764
0,3.2878654e-06,4.0486552e-06,0.2862336
0,3.562691e-06,6.2247323e-06,0.05490508
0,5.457072e-06,4.581971e-06,0.00090798736
0,1.07402275e-05,9.326857e-06,0.022973677
0,6.440734e-06,6.2484505e-06,0.630689
0,2.0378635e-05,2.1385666e-05,0.3160375
0,4.293273e-06,5.0758167e-06,0.020611865
0,2.9451705e-06,2.2755519e-06,0.035379637
0,2.1957974e-06,2.7594876e-06,0.11970819
0,5.2525616e-06,6.205166e-06,0.03873467
0,3.0631427e-06,3.3017327e-06,0.537156
0,6.519278e-06,5.699233e-06,0.0025890565
0,2.49459e-06,2.5481813e-06,0.03777703
0,3.6066829e-06,4.959933e-06,0.1340933
0,7.236756e-05,9.2864095e-05,0.8131018
0,3.2932226e-06,3.587681e-06,0.0059634424
0,3.402146e-06,4.159608e-06,0.30650786
0,2.033333e-06,2.214555e-06,0.13542217
0,3.848127e-06,4.6437062e-06,0.033527445
0,4.9467667e-06,6.4210385e-06,0.7098759
0,1.2433502e-06,2.6548923e-06,0.18011685
0,3.9842434e-06,4.720065e-06,0.057450145
0,4.3880636e-06,4.6802706e-06,0.37952796
0,6.5484714e-06,6.4412125e-06,0.46576396
0,1.8455463e-05,2.0058716e-05,0.1264129
0,4.805403e-06,4.912711e-06,0.5715897
0,8.075219e-06,6.227147e-06,0.7621968
0,3.2362548e-06,3.549054e-06,0.43499658
0,6.1149135e-06,9.99953e-06,0.049818464
0,7.712506e-06,7.3450005e-06,0.18337967
0,3.2982707e-06,1.7130135e-06,0.02122444
0,2.6328398e-06,1.9599845e-06,0.1875489
0,5.5072833e-06,6.841882e-06,0.063634045
0,4.180253e-06,3.881141e-06,0.013530622
0,1.2816926e-05,1.4020353e-05,0.21204191
0,6.7790556e-06,7.0727738e-06,0.29858768
0,1.9068206e-05,1.8380304e-05,0.9367711
0,1.0670673e-05,8.005986e-06,0.7269428
0,2.6401362e-06,2.0966847e-06,0.27296698
0,4.9808345e-06,4.5424135e-06,0.121585816
0,4.7275906e-05,4.1990566e-05,0.19903757
0,4.9413716e-06,4.9305927e-06,0.29668003
0,3.5647092e-06,4.306433e-06,0.76814806
0,3.8732405e-06,2.2998784e-06,0.09625973
0,4.122199e-06,5.127331e-06,0.034254063
0,2.4403466e-06,2.4430412e-06,0.35801038
0,5.0534886e-06,4.9060955e-06,0.004918021
0,2.427702e-06,4.015549e-06,0.022782002
0,3.0143897e-06,4.2705233e-06,0.14471422
0,4.649e-06,6.2569366e-06,0.0059410892
0,4.928536e-06,5.9303275e-06,0.12268138
0,4.7572266e-05,4.890984e-05,0.04954346
0,4.918571e-06,6.6436232e-06,0.039276723
0,4.709345e-06,4.4492494e-06,0.035785235
0,4.827027e-06,5.016069e-06,0.017935183
0,6.109019e-06,7.7588575e-06,0.07504
0,5.79788e-06,7.387341e-06,0.065646164
0,6.544753e-06,5.0472477e-06,0.2639806
0,3.1860245e-06,3.7124225e-06,0.7115867
0,4.0013574e-06,4.1913754e-06,0.39057168
0,4.452796e-06,4.946842e-06,0.43619803
0,2.4595718e-06,2.4392236e-06,0.113651425
0,5.1945003e-06,5.3859076e-06,0.3554039
0,5.0109115e-06,6.1748224e-06,0.3129299
0,5.901852e-06,8.5849e-06,0.1639622
0,4.192186e-05,4.752553e-05,0.24252988
0,5.2302175e-06,6.034732e-06,0.16519193
0,1.3844946e-05,1.3486509e-05,0.026128734
0,1.2151045e-05,1.1595174e-05,0.17111538
0,4.3389427e-06,5.385623e-06,0.20679994
0,7.933267e-06,7.5746984e-06,0.008517949
0,4.2473566e-06,3.7475918e-06,0.4231632
0,6.474578e-06,7.388582e-06,0.29350817
0,3.2488584e-05,3.1760035e-05,0.011346363
0,5.665798e-05,4.414469e-05,0.61916983
0,5.048596e-05,4.1158113e-05,0.011842329
0,1.941226e-06,1.937105e-06,0.08614232
0,3.6229162e-06,3.5294172e-06,0.08712159
0,1.8005854e-05,1.638322e-05,0.0010857395
0,1.8639645e-06,2.838427e-06,0.24092257
0,5.6055446e-06,5.5376076e-06,0.011384356
0,1.6328792e-06,2.1804792e-06,0.12903605
0,1.3238097e-06,1.8436998e-06,0.046507515
0,3.6835176e-05,3.5110555e-05,0.2144514
0,1.7548282e-06,1.2962815e-06,0.05546609
0,5.5426763e-06,6.1317955e-06,0.63189554
0,4.9757446e-06,5.217774e-06,0.6409426
0,4.7378253e-06,4.339793e-06,0.07729683
0,1.6403895e-06,2.0058174e-06,0.08863774
0,5.1629082e-05,4.3554017e-05,0.06952225
0,1.0032839e-05,8.286809e-06,0.33131316
0,2.930409e-06,2.675985e-06,0.47633404
0,3.9881934e-06,4.9810205e-06,0.03243966
0,1.809088e-05,2.1942347e-05,0.010155973
0,2.3704529e-06,2.065571e-06,0.24966511
0,5.3799563e-06,4.7282347e-06,0.0389294
0,1.2257257e-06,1.6812467e-06,0.33787072
0,2.196677e-06,3.8818775e-06,0.011280185
0,1.1051806e-05,1.0601905e-05,0.55494744
0,0.00010777384,0.00012218217,0.0023355514
0,3.370081e-06,5.6778526e-06,0.13158242
0,1.4620086e-05,1.3954372e-05,0.09177494
0,3.1636478e-06,2.9316514e-06,0.17410009
0,3.1486088e-06,4.2171887e-06,0.007947255
0,3.6660806e-06,4.335989e-06,0.16724247
0,1.9356512e-06,7.4058727e-07,0.06541595
0,7.3431015e-06,7.581277e-06,0.2253244
0,5.0809745e-06,4.6795008e-06,0.0041784127
0,2.1601247e-06,2.5965815e-06,0.017577229
0,4.759312e-06,5.958209e-06,0.03524765
0,3.150959e-06,3.2818762e-06,0.058167573
0,4.992192e-06,7.925004e-06,0.07136961
0,4.591932e-06,4.8049747e-06,0.008632483
0,2.0237845e-05,1.9319861e-05,0.0947893
0,5.8283954e-06,7.4250424e-06,0.15445472
0,7.4834957e-06,9.010802e-06,0.07284583
0,8.691799e-06,9.420745e-06,0.21464862
0,4.8874626e-06,3.959511e-06,0.12055512
0,1.7827742e-05,1.773438e-05,0.07324565
0,1.7345848e-06,2.0933085e-06,0.18595478
0,3.723636e-06,4.3503283e-06,0.024686104
0,4.3576993e-06,6.105927e-06,0.014751375
0,1.2654623e-06,2.0330326e-06,0.008941077
0,7.706717e-07,1.1320789e-06,0.037790705
0,4.1207153e-05,4.055176e-05,0.6185583
0,9.940499e-06,1.0065271e-05,0.24092673
0,5.701694e-06,6.4821647e-06,0.65653664
0,1.644156e-05,1.7078979e-05,0.2838448
0,3.4348745e-06,3.2698742e-06,0.023837525
0,1.0963987e-05,1.0534609e-05,0.5241956
0,1.6916706e-06,2.2312704e-06,0.16022967
0,6.95431e-06,8.915208e-06,0.38420418
0,2.6003122e-06,2.8410216e-06,0.27251717
0,4.9988726e-06,5.5027367e-06,0.098475456
0,4.7206972e-06,7.2439607e-06,0.31687108
0,3.0840647e-06,5.5616415e-06,0.019983616
0,1.6261573e-06,2.1204648e-06,0.08476969
0,1.0708839e-05,1.0089815e-05,0.47635847
0,5.1153315e-06,5.572594e-06,0.5683159
0,4.5555716e-06,4.6771356e-06,0.3855846
0,3.406115e-06,4.558916e-06,0.56172514
0,5.8363174e-05,5.95077e-05,0.17428
0,2.2731497e-06,2.9004225e-06,0.11910373
0,3.0737647e-05,3.0812083e-05,0.17227875
0,6.8859454e-06,7.531804e-06,0.66548187
0,6.00683e-06,5.545068e-06,0.08021418
0,2.6291927e-06,2.2741465e-06,0.112549506
0,3.116912e-06,3.743733e-06,0.026762748
0,2.3562752e-06,3.3240472e-06,0.2688337
0,7.975484e-06,8.204503e-06,0.13069579
0,5.926485e-06,9.508257e-06,0.052042954
0,5.0039284e-06,7.0683486e-06,0.24593353
0,6.766403e-06,7.546933e-06,0.43420798
0,5.192224e-06,8.7084445e-06,0.042649128
0,6.158313e-06,5.461218e-06,0.2619015
0,2.8408165e-06,3.558494e-06,0.13519101
0,8.903659e-07,1.3137907e-06,0.1072454
0,3.0663778e-06,4.525602e-06,0.14159407
0,8.789578e-06,6.7441965e-06,0.0103977155
0,2.360154e-06,2.6630116e-06,0.07709849
0,5.086544e-05,4.7402005e-05,0.032804087
0,2.3787832e-05,2.4259012e-05,0.016119586
0,4.451517e-05,3.9579703e-05,0.5360943
0,3.2847113e-06,4.3604937e-06,0.26077834
0,8.884481e-06,9.503326e-06,0.096418165
0,3.2187015e-06,3.603665e-06,0.10770679
0,3.339134e-06,5.071568e-06,0.04836157
0,3.3219474e-06,2.7912579e-06,0.058371153
0,5.345114e-06,4.5805164e-06,0.03762815
1,2.9993103e-05,2.6783733e-05,0.9628124
0,4.4956973e-06,5.342221e-06,0.044011228
0,8.940734e-06,9.726982e-06,0.10955399
0,4.597865e-06,6.87007e-06,0.030735211
0,4.5615754e-05,4.1060983e-05,0.3727351
1,3.005921e-05,2.6888492e-05,0.97097147
0,6.8471836e-06,7.2439866e-06,0.054682307
0,5.676579e-06,6.254753e-06,0.0018236286
1,3.2031716e-05,2.7961052e-05,0.97557586
0,4.093018e-05,3.5482302e-05,0.73710245
0,8.031894e-06,7.148214e-06,0.32983783
0,3.623833e-06,3.5131854e-06,0.17803816
0,1.9956149e-06,1.8167864e-06,0.10254423
0,4.604541e-05,3.2699405e-05,0.24355955
0,2.3390425e-05,2.7496624e-05,0.06054626
0,2.3257884e-05,2.3678922e-05,0.030999282
0,4.1114954e-06,3.886452e-06,0.29438925
0,1.2866838e-05,1.501023e-05,0.26215482
0,4.2294607e-05,3.6923462e-05,0.26900983
0,2.3923461e-05,2.5068854e-05,0.036296926
0,2.4386967e-05,2.274979e-05,0.46649852
0,2.1686354e-05,1.5481319e-05,0.28656211
0,4.635293e-06,4.229551e-06,0.0064075333
0,5.5110327e-06,3.7473947e-06,0.011494623
0,3.5506241e-06,3.6429517e-06,0.010320639
0,9.330594e-06,8.640042e-06,0.13577683
0,3.2896332e-06,3.643779e-06,0.06971216
0,5.6492104e-06,3.6413867e-06,0.14161949
0,2.0335106e-06,2.1273645e-06,0.1294822
0,2.691108e-06,2.0606308e-06,0.010919448
1,3.6141741e-06,3.890588e-06,0.41121498
0,3.0705833e-06,3.251396e-06,0.08344012
0,1.9526306e-05,1.8857663e-05,0.28706142
0,1.3412411e-05,1.2989515e-05,0.15564045
0,5.578509e-06,7.396461e-06,0.012328695
0,4.589458e-06,6.3391094e-06,0.426698
0,2.4315645e-05,2.4860947e-05,0.052450914
0,4.162167e-06,5.23322e-06,0.07112302
0,2.6182843e-06,2.923603e-06,0.016438413
0,3.8464955e-06,3.6794625e-06,0.0023184281
0,3.6670137e-06,3.2210507e-06,0.32126302
0,9.448719e-06,1.4496581e-05,0.009111398
0,4.9570153e-06,5.7664447e-06,0.035272036
0,1.4728518e-05,2.426821e-05,0.0063877427
0,5.67229e-06,5.21877e-06,0.07668317
0,5.6523863e-06,4.6392233e-06,0.056914534
0,8.96547e-06,9.520577e-06,0.6599451
0,2.4087765e-06,5.1827296e-06,0.022847759
0,1.5698726e-05,1.4448949e-05,0.18189253
0,4.686765e-06,4.6681344e-06,0.3202954
0,4.332254e-06,4.020279e-06,0.5332312
0,3.9947768e-06,3.067104e-06,0.12857239
0,3.450431e-05,3.3169144e-05,0.027925983
0,5.5174046e-06,5.6527283e-06,0.86433846
0,4.9046785e-06,6.321612e-06,0.10577271
0,5.458088e-06,7.8118e-06,0.043672837
0,6.569175e-06,6.462889e-06,0.89266235
0,7.5221615e-06,6.713238e-06,0.10656573
0,2.7842725e-06,2.6829516e-06,0.21011636
0,6.204688e-06,6.054805e-06,0.8784901
0,2.023917e-06,2.412476e-06,0.25951838
0,2.6343298e-06,3.326376e-06,0.058958933
0,6.729362e-06,7.6011756e-06,0.32385722
0,2.5747511e-05,2.6277836e-05,0.070001766
0,5.100036e-06,5.564393e-06,0.14756432
0,2.0237846e-06,1.6121539e-06,0.039298616
0,2.5137263e-06,4.5174725e-06,0.037521515
0,3.1266677e-06,3.2288685e-06,0.021502988
0,8.608736e-06,5.6762738e-06,0.16865404
0,1.0879858e-05,1.0876715e-05,0.12957297
0,3.1707311e-06,3.832228e-06,0.08145596
0,2.9031124e-05,2.8086068e-05,0.0016954417
0,0.00013184242,0.00014770465,0.41508454
0,4.681589e-06,5.331517e-06,0.0022165794
0,3.3407289e-06,3.063478e-06,0.07647449
0,7.5969647e-06,7.348592e-06,0.066748954
0,3.0145118e-06,2.7294627e-06,0.22268467
0,6.0222324e-06,7.1553077e-06,0.23685679
0,2.5647028e-06,1.8018052e-06,0.011548833
0,3.2484297e-06,2.449631e-06,0.08165896
1,1.2461043e-05,1.3254892e-05,0.9102092
0,4.7472886e-06,5.7715106e-06,0.059357505
0,7.505173e-06,7.670913e-06,0.3188366
0,6.4456367e-06,5.7140824e-06,0.061244275
0,4.681022e-06,3.063157e-06,0.103513315
0,9.632717e-06,1.147869e-05,0.10363267
0,3.820728e-06,2.159392e-06,0.07268799
0,2.1111393e-05,2.3984072e-05,0.087574966
0,1.2084147e-05,1.2535844e-05,0.6521705
